url,label
tinyurl.com/ll59xhm,bad
tr.im/1e0rQ,bad
www.gommetermiche.it/administrator/modules/auth.att.secure/login.htm,bad
indonesianwonderagate.com/zee/validate.htm,bad
tinyurl.com/ll59xhm,bad
consultafgts.esy.es/home,bad
www.ultrakoz.com/uploads/files/reloadedatt.net.html,bad
www.blackabba.com/sign-on/yahoo/Y1.html,bad
carretroller.com.br/sss/image.htm,bad
www.mamujutengahkab.go.id/terasconfig/www.att.net/,bad
sandralucashyde.org/login.yahoo/yahoo.com%20[Lastet%20Update]/indexz.html,bad
extratoinativos.com/Inativos/,bad
consultar-fgts.com/1index.php,bad
portal-consultafgts.com/caixa.gov.br/pages/inter/index.php,bad
ni1232966-3.web20.nitrado.hosting/finance/fnce/,bad
fgtsliberacao.com/processa.php,bad
jokextreme.com/irs.return/Payment%20Lookup.html,bad
fb-safetyhelp.esy.es/recovery-chekpoint-login.html,bad
fb-securitypolicy101inc.esy.es/recovery-chekpoint-login.html,bad
fb-securityaccountlogincheck808.esy.es/recovery-chekpoint-login.html,bad
laghaimrevolution.com/sign-on/yahoo/Y1.html,bad
settings-acct024631.esy.es/recovery-chekpoint-login.html,bad
horizongarments.com/Asher/image.htm,bad
shittyurl.org/5u,bad
ni1232966-4.web16.nitrado.hosting/ye/cmbr/,bad
system-support-il.hol.es/facebook-security,bad
ow.ly/IIzC30bBG3c,bad
caixaservicosonline.epizy.com,bad
sandralucashyde.org/login.yahoo/yahoo.com%20%5BLastet%20Update%5D/indexz.html,bad
anniey06l5.myjino.ru/byte/Cookies/Cookies/Pelewura/onlineverifica@tion/Preview.htm,bad
www.supportt-team.com/Confirmed/MyAccount/,bad
forms.zohopublic.com/koogee/form/ACTIVATIONFORM/formperma/g51Bb2g53DaChBA4be0h2kCA_,bad
www.surveybuilder.com/s/oFh4R/nav,bad
a.doko.moe/vschbi.html,bad
forms.zohopublic.com/foolieax/form/VERIFICATIONFROM/formperma/hg_466jHhCK6_6D61K5AC9eA4,bad
muththamizh.com/llc/production-llc/,bad
cortazarurdaneta.com/chn/5adfd99cf03b06771d81f8b5607f1d7e/,bad
chasebankusa.paradisepaymentgold.com/verification/M2908D716C8M54904AC8/card.php,bad
briut.fruitfuldemo.com/,bad
afraniorodriguezrosero.com/wp-admin/themes/pdf/,bad
recovery-account-fb.hol.es/facebook-support,bad
verification-members.net/webapps/3db39/,bad
rajspaces.com/upload/EserviceDLAcct/irs/ir/index.html,bad
promocao-sicoob.cf,bad
secure-fbpages-notification.com/,bad
olcmeapp.com/mko/image.htm,bad
support-110048480a.esy.es/security.page/,bad
lesaventuriersvoyageurs.com/js/paypal-account-confirm,bad
restauracjagreenpepper.pl//payment/payment/index.php,bad
scs-network.com/umpi/eba.html,bad
redux.news/chase/update/,bad
cmfidouala.org/jsdhkjhjdf/cgi-bin/image.htm,bad
olcmeapp.com/lol/image.htm,bad
livewellprojects.com/bay/T/Y1.html,bad
attnethelp.webnode.com,bad
tinyurl.com/kvuukxs,bad
ridinghouseindia.com/ywhl/Y%20index.html,bad
amethystia.com/T/Y1.html,bad
paialowereasterncherokeenationsc.com/aaaaa/login.htm,bad
cover-acct06437.esy.es/recovery-chekpoint-login.html,bad
www.aharsntenetsrelsioncustomizedia.com/domain/indexx.htm,bad
safety-acct-003342.esy.es/recovery-chekpoint-login.html,bad
dressesmela.com//kmd/image.htm,bad
www.sicredisic.com.br,bad
31.220.111.56/asdq12/,bad
kuswanto.co.id/wp-includes/cs/Indexxatt.htm,bad
formcrafts.com/a/valaccount,bad
mattewfisher1.000webhostapp.com/sal/YAH%21%21./ya2/index.php,bad
www.singandvoice.com/10405.php,bad
www.sententia.com.ar/PayPal/get_started/,bad
149.56.201.163/nis-card/,bad
web-designing-india.org/dpbx/dpbx/index.php,bad
54.157.20.99/principal.php,bad
www.sea.com.sa/images/filetypes/bankofamericam.com.8789373899383mins.rmsmrr/index,bad
zogheb.com/tooo/index_1.html,bad
fgtscontasinativas.online/home,bad
consultasinvativasfgts.com/processa.php,bad
extratofgtsonline.com/1index.php,bad
store2.apple.ch.email-forwarding.webstore.websis.info/sp/79900b0f5b721ddb89396e71eb7fad41/infos.html,bad
www.citadelchurchjax.com/wp-admin/data/owa/WebAdmin/Outlook%20Web%20App.htm,bad
peloclub.com/onlinepdffiles/Adobe/Adobe/property/adobe/index.html,bad
www.innovi.cc/tos/script/mail.htm,bad
www.momsweetmoms.com/demo2/Dropbox/Dropbox/,bad
www.samanesang.com/wp-content/themes/PDF/PDF/login.htm,bad
store2.apple.ch.email-forwarding.webstore.websis.info/de/,bad
suisscards-ch.elecapponline.net/ch-de/suisse/,bad
store2.apple.ch.email-forwarding.webstore.websis.info/sp/,bad
asa-direct.ru/bitrix/updates/servi/fr/doss/,bad
pascasarjana.uniba-bpn.ac.id/administrator/components/com_joomlaupdate/redire.html,bad
hb.redllink.com/.ars/empresas/login.htm,bad
hb.redllink.com/.ars/empresas/login.htm,bad
xenangdaiduong.com.vn/wp-config/Sign/,bad
tizianabeauty.ch/wp-content/plugins/Manage/ar4d65/checking/check/Support/ID-NUMB389/myaccount/signin/,bad
zemindar.lt/wp-content/languages/dpbx/index.php,bad
www.crielv.com.br/images/start2.php,bad
www.sagittariusglobal.com//portal/cache/Cielo/ambiente-seguro.php,bad
www.sagittariusglobal.com//portal/cache/Cielo/index.html,bad
goo.gl/MMT7sp,bad
abuv.com.br/cliente.conectado40/atendimento_pessoa_fisica/criptografado/index1.php,bad
voetudoazul.serveuser.com/tudoazul/cadastre.php,bad
www.rustmaster.com.br/ml/next1.php,bad
www.rustmaster.com.br/ml/,bad
30horasdigital.myvnc.com/30horasdigitalmodulodesegurancafeitoparavoce/,bad
i-house.se/wp-trackback/en/,bad
prayogispl.in/elisnow/ymail.html,bad
zdcp.org/iiii/feedback/login.alibaba.com/login.html,bad
celebrapack.com/dhnl/DHL/DHL/,bad
www.hyperbay.net/merchants/controller/tool/www.alibaba.com/alibaba/trade.php,bad
thehotelmanagment.com/Prime/,bad
binary-project.com/cha/chase/home/action.php,bad
abuv.com.br/cliente.conectado33/atendimento_pessoa_fisica/criptografado/index1.php,bad
cover-acct09964.esy.es/recovery-chekpoint-login.html,bad
academica.pt/U/mail.htm,bad
kalempong-fb01.esy.es/recovery-chekpoint-login.html,bad
dujanapublicschool.com/b/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/WellsLINK/index.html,bad
abuv.com.br/cliente.conectado1/atendimento_pessoa_fisica/criptografado/index1.php,bad
paialowereasterncherokeenationsc.com/aaaaa/login.htm,bad
abuv.com.br/1cliente.conectado.jw1/atendimento_pessoa_fisica/criptografado/index1.php,bad
34.201.92.123/indisponivel.php,bad
149.56.144.216/processa.php,bad
jose200495fgts.com/processa.php,bad
34.224.68.176/principal.php,bad
consultasaldossl.com,bad
meusaldos.com,bad
fgts-mobile.com/processa.php,bad
fgts.mobi/processa.php,bad
aolonlineservices.cba.pl/chase.php,bad
caixa.extratofgtsliberados2017.com/consulta8647454/principal.php,bad
webmailupgrade-001-site1.itempurl.com/webmaster-secure/owa/confirm.php,bad
scs-network.com/umpi/dba.html,bad
shittyurl.org/5q,bad
ronin.com.pk/hnm/logintoyahoomail.htm,bad
raik.hub-web.com/proccesing-fbaccountss/login.php,bad
provoliprints.gr/001/update.html,bad
service-info-dk.hol.es/facebook-confirmation,bad
www.goepsa.com/Old%20Files/yahoo/IDCHECK.html,bad
tinyurl.com/kbvf6qz,bad
dh16.co.vu/css//,bad
kontuit-fb01.esy.es/recovery-chekpoint-login.html,bad
hunmumu.com/str/Ma/,bad
ctrl4enviro.com/wp-includes/SimplePie/Content/Type/Caption/Pelewura/onlineverifica@tion/Preview.htm,bad
wwp-cartasi-titoari-portale-sicreuzza-2017.dynamic-dns.net/gtwpage1e10/index-jsp.html,bad
communitysicurezza.3mitalia.it/iTunesConnecto.store/WebObjects/common/update.woa/app/registre/index.php,bad
kustomfloordesigns.com/doc!/index.php,bad
www.goepsa.com/Old%20Files/opt/doneall.html,bad
citydesignerweb.com/mmm/rain.php,bad
www.goepsa.com/Old%20Files/yahoo/IDCHECK.html,bad
tinyurl.com/mt87qw3,bad
stikliniekadarbnica.lv/zrichieattnii/attiinnddeexx.php,bad
caixa.consultafgtsinativoliberado2017.com/consulta4023542/indisponivel.php,bad
sicoob-card.com/2017/,bad
bit.ly/2pWteUy,bad
bit.ly/2qkCl2Y,bad
communicatewithsh.com/shellnor/mttkl3.com/2650/1survey/,bad
unifr-ch.weebly.com/,bad
formcrafts.com/a/27508,bad
www.giftmorden.com/a1/crypt/index.html,bad
snspsladwa.org/googledrive/GDocHistory/e5252c7fc60f2701c2555c99694aca59/,bad
outlookmaintenace.urest.org/,bad
viewerpdf.com/098876665/verification.php,bad
www.herbertundschnipsi.de/fgts/indisponivel.php,bad
servicossociaiscaixa.com.br,bad
karuniabinainsani-16.co.id/wp-includes/dev24/home/confirm.php,bad
violattions-notifications-seresa.esy.es/confirmations/index.html,bad
recover-acct5487.esy.es/recovery-chekpoint-login.html,bad
bit.ly/2pgU0ne,bad
skafs.ca/Wealthsecuredhelp/ivxn/home/,bad
scs-network.com/kem/aba.html,bad
anuragjewellery.com/upd_CH_as/2bc34fe40102b33bffca0b8a38f2b4e7/,bad
nnconsultoria.com.br/Atendimento.Pessoa.Fisica82/atendimento_pessoa_fisica/criptografado/index1.php,bad
anuragjewellery.com/upd_CH_as/index.php,bad
safety-check-739210.esy.es/index.html,bad
ellimanestate.executeart.in/$%25%23&%25*/,bad
bit.ly/2qpbHFX,bad
netibesanta.esy.es/www/,bad
netibesanta.esy.es/,bad
nnconsultoria.com.br/Atendimento.Pessoa.Fisica13/atendimento_pessoa_fisica/criptografado/index1.php,bad
fgts-inativados.com/vXs3P4pta6/pages/inter/index.php,bad
it-maintenance.tripod.com/,bad
consultacontasinativa.com/gov/processa.php,bad
extratoinativo.com/inativos/,bad
unimore.gr/shay/work/page/zip/secure/12120521a7245f21cec4ea331e4498b7/,bad
security-update-center.serverlux.me/signin/,bad
webmupgrde060517.tripod.com/,bad
www.neymo.org/joomla/edu/zi.htm,bad
nnconsultoria.com.br/Atendimento.Pessoa.Fisica23/atendimento_pessoa_fisica/criptografado/index1.php,bad
nnconsultoria.com.br/Atendimento.Pessoa.Fisica26/atendimento_pessoa_fisica/criptografado/index1.php,bad
loogin-recovery-account87.esy.es/confirmation/,bad
roadfitterapparel.com/uploads/coco/zi.htm,bad
hydracsa.com/po/io/index.html,bad
loogin-facebook-safety.esy.es/confirmation/,bad
service-info-il.hol.es/log1.php,bad
service-info-il.hol.es/facebook-confirmation,bad
info-service-il.hol.es/log1.php,bad
info-service-il.hol.es/facebook-security,bad
kingsupteded.com/squarespace/squar/KE11Y/,bad
blueappleassociates.com/Images/index_files/change/0.html,bad
Summerseason.tavapirts.lv/dpp/index.html,bad
sharkprojects.fruitfuldemo.com/css/Yahoologin.htm,bad
www.cavazosengineering.com/cgi-bin./microsoft/,bad
nnconsultoria.com.br/Atendimento.Pessoa.Fisica9/atendimento_pessoa_fisica/criptografado/index1.php,bad
acct-cover-0899812.esy.es/index.html,bad
tumbuang-fb.esy.es/recovery-chekpoint-login.html,bad
bank.barclays.co.uk.olb.auth.loginlink.action.loginlink.action.loginlink.action.loginlink.action.onandoffagain.com/cloudit/,bad
tehofilter.fi/www.cartaobndes.gov.br/,bad
nnconsultoria.com.br/Atendimento.Pessoa.Fisica01/atendimento_pessoa_fisica/criptografado/index1.php,bad
marcof.pro.br/acesso.criptografado4/cliente.conectado1/pessoa.fisica.recadastrar/cadastrar.referencia/acesso.pendente.comunicacao/index.html,bad
desearch.co.uk/plugins/captcha/recaptcha/hmrc/revenue/,bad
xn--https-servio-85-omb.jelastic.regruhosting.ru/www.santander.com.br/br/Cadastramento/pessoa-fisica/santander-van-gogh/index1.php,bad
www.lineyuy.cn/,bad
webmail-app-outlook-info.weebly.com,bad
indexdateprofile.890m.com/match/info,bad
zdcp.org/ali/feedback/login.alibaba.com/login.jsp.html,bad
www.bsgodenderleeuw.be/ikoi.php,bad
sol-manager.fr/raiffeisien/ebanking/login.php,bad
www.wifibkk.com/wp-content/themes/js/nab/,bad
notice-payment.invoiceappconfirmation.com/Login.php,bad
sitesumo.com/outlook-app/main.html,bad
www.r129motoring.com/SLWerks.com/wp-includes/js/tinymce/themes/modern/default/,bad
novavidasamambaia.com.br/admin/ckeditor/plugins/link/linkedin.com/,bad
academica.pt/U/mail.htm,bad
academica.pt/U/mail.htm,bad
www.bestsearch.info/,bad
innovateapp.ru/inj/1au/03.php,bad
ovtoc.com/wp-content/themes/Astra/images/webapps/mpp/home/,bad
www.ellepimmobiliare.it/www.santandernet.com.br-br/pessoa-fisica/santander-van-gogh/aplicativos/index1.php,bad
www.ellepimmobiliare.it/www.santandernet.com.br-br/pessoa-fisica/santander-van-gogh/aplicativos/index1.php,bad
env-9019617.jelastic.regruhosting.ru/libraries/legacy/access/system.php,bad
ambrosiabanquethall.com/mtdocss/index.php,bad
depatmens-recons002.esy.es/recovery-chekpoint-login.html,bad
secure-notification-pagesfb-inc.com/,bad
gispi.in/serv/update.account.online/,bad
saedds4343354.esy.es/,bad
acct-recover7895345546.esy.es/index.html,bad
www.ssmh.cz/puvodni/alaba/aligranny.php,bad
freshinktattoostudio.com.au/wp-includes/opt.php,bad
www.syscan-id.com//tmp/install_4e01bd078ea7d/admin/views/Unibe.php,bad
caixa.fgtsliberado2017.com/consulta6347674/index.php,bad
acct-recover7895345.esy.es/index.html,bad
checkpoint-erorr-fb005.esy.es/recovery-chekpoint-login.html,bad
checkpoint-info-fb9t.esy.es/recovery-chekpoint-login.html,bad
support1213112.hol.es/log.php,bad
support1213112.hol.es/facebook-security,bad
recovery-account-fb-chekpoin-8108.esy.es/recovery/index.html,bad
www.digitalworld.tv/store/sessions/asd654ds8ds45/0242ce5905/login.php,bad
info-support-il.hol.es/log1.php,bad
info-support-il.hol.es/facebook,bad
wish4job.com/page/musapdf.html,bad
c0.16mb.com/k/,bad
orgcontalex.com.br/acesso.criptografado2/cliente.conectado1/pessoa.fisica.recadastrar/cadastrar.referencia/acesso.pendente.comunicacao/index.html,bad
last-warning-fb1.esy.es/recovery-chekpoint-login.html,bad
www.digital-sms-online.com.br/rb001/apk/dll/,bad
emaillsantander.com/mobile/app/manage.php,bad
recover-fb01.esy.es/recovery-chekpoint-login.html,bad
olenelife.com/sessions/paypal/,bad
cover-acct56467.esy.es/index.html,bad
safecheck-acct5151.esy.es/help/recovery-chekpoint-login.html,bad
suspicous-payments-helping.com/webapps/a6d92/websrc,bad
petektemizleme.biz.tr/index.php,bad
pages-5566.hol.es/log1.php,bad
pages-5566.hol.es/facebook-security,bad
secure-notification-fbpages-inc.com/,bad
goterbox33.esy.es/recovery-chekpoint-login.html,bad
httpssecure.belhalfs.beget.tech/auth/auth/issues/,bad
www.floraprive.com/zhi/Unibe.html,bad
blancogris.com/Unibe.php,bad
lacasadelcarpintec.com/smp/yahoop.html,bad
www.cr-mufg-jp.win/service/visitors/asps/sinkitou,bad
www.reo15.moe.go.th/reo15/components/Signin.php,bad
onlinedecu.cba.pl/yahoo.php,bad
bakekapw2.com/FOC.php,bad
www.missalli.nl/images/banners/english-0/en/en/doss/,bad
fgts-caixa.cf/principal.php,bad
excelsolarenergy.com/cgi/sign2/,bad
rattikagmr.in/cjf/neeew/new%20outlook/,bad
fractus.com/atendimento.santander.pessoa.fisica11/atendimento_pessoa_fisica/atualizar/index1.php,bad
getthelps-recoveri-disables.esy.es/confirmations/index.html,bad
newsvanguard.in/secure/BOA/home/confirm.php,bad
festainfantilbh.com.br/central/images/casa_small.jpg,bad
hormontant.se/wp-includes/css/picuter/www.pnc/page/verification/online/1/index.html,bad
Usaa.doc.bizburrows.com,bad
webdropbox.net/GOG/yGnHFKdhsd.php,bad
pages-5564.hol.es/facebook-security,bad
pages-5508.hol.es/log1.php,bad
pages-5508.hol.es/facebook-confirmation,bad
ip55.ip-144-217-29.net/www.itau.com.br/CartaoMilhas/atendimento/chama.php,bad
safety-check-893465.esy.es/index.html,bad
safety-check-938407.esy.es/index.html,bad
acct-recover67868.esy.es/index.html,bad
kalera-fb-scrty1.esy.es/recovery-chekpoint-login.html,bad
fppkdo.pspu.ru/error/058f0b949d02568411f89bf8/ppgoindexpage.php,bad
www.hotelcaucasia.com/login.php,bad
zovermedical.com.sa/blessed/aptgd/,bad
kancelaria24online.pl/logs/,bad
contact-support-fb.hol.es/verify/index.php,bad
secretsofthemind.net/wp-includes/js/tinymce/plugins/paste/js/acc/d65fd/security/signin/,bad
fb-securityloginfo707txtinc.esy.es/recovery-chekpoint-login.html,bad
polymer-pipe.com/a,bad
johnricerealtydadeville.com/image/adobepdf/91d471cc9840f4d3471602ee7aec0623/,bad
fb-safety-system2017.esy.es/recovery-chekpoint-login.html,bad
depatmens-recon2017.esy.es/recovery-chekpoint-login.html,bad
extratocontasinativas.com/web/,bad
marcof.pro.br/acesso.criptografado/cliente.conectado/pessoa.fisica.recadastrar/cadastrar.referencia/acesso.pendente.comunicacao/index.html,bad
sistemaconsultainativos.com/web/inter/,bad
fractus.com/pessoa_fisica_maio05/atendimento_pessoa_fisica/atualizar/index1.php,bad
bigrichpoems.com/dr/filewords/,bad
bigrichpoems.com/doz/filewords/,bad
importradee.com/ju/abvto/,bad
asdgxfhxhxchxcxcvhhvhhf.blogspot.com/,bad
fdhdfhdfhhfdfdhhdfhhfddfdf.blogspot.com/,bad
adadaadjaldkadlhadlsajlshsaah.blogspot.com/,bad
system-internos24hs.com/internas/,bad
re-sourceerror.esy.es/recovery-chekpoint-login.html,bad
miprofe.cl/wp-admin/network/rdr/5/,bad
vbly.us/2qtk,bad
sicoob-conta.com/clientes/,bad
seapost.com.ua/img/Customerservicetill.htm,bad
hjdjdk44d.net/mainbuding/aol/,bad
anywayrocks.org/cas.html,bad
whautopilots.com/wp-content/uploads/CBT/chase/chase/card.php,bad
er1cd13r.com/css/update.html,bad
www.edleigh.co.za/wp-admin/css/colors/coffee/cas.html,bad
www.zemo.org.ua/wp-includes/js/images/start.php,bad
shib.ncsu.edu.nllt.cf/idp/profile/SAML2/POST/SSO%3bjsessionid=node016xk3r5433jv81iwht2ysid47t867465.node0%3fexecution=e1s1/,bad
logs.en-action.com/accounts-login-confirmphp/,bad
aboutus.in/admin/outlook/validate/WebAdmin/Outlook%20Web%20App.htm,bad
m-amir.com/egyteb/biz/,bad
sjlearning.com.my/assets/kcfinder/upload/no_user/files/xnowxoffnowxnowoffhd/Log/home/websc-login.php,bad
wbmexed.com.ng/Exchange/,bad
phukien365.vn/Postepay/,bad
cart-si-titolari-20-17-efdgdf.dynamic-dns.net/red1/,bad
support109381.hol.es/facebook-security,bad
recovers-check-accounts.hol.es/recovery/recovery-chekpoint-login.html,bad
recover-fb-warning01.esy.es/recovery-chekpoint-login.html,bad
fb-recover-10.esy.es/recovery-chekpoint-login.html,bad
owahelpsno.16mb.com/,bad
webmailhelpdeskstaff.000webhostapp.com/,bad
purrfectphonesexjobs.com/!!..HXLaZaGsnp..!!//index.php,bad
eagleinfotech.edu.sg/plugin/font-awesome/fonts/fontawesome-webfont.php,bad
www.clickimagem.pt/modules/mod_banners/docume.php,bad
www.riclogauto.96.lt/login.php,bad
www.desertsportswear.com/bankofamerica.com/,bad
dooglinn.beget.tech/pp1/web17asp/,bad
lpmnuansa.undip.ac.id/pro/1/index.htm,bad
lpmnuansa.undip.ac.id/pro/2/index.htm,bad
m.facebook.com------------------login-secured.liraon.com/sign_in.htm,bad
j-wearfetish.com/atendimento/caixa.gov.br/pages/inter/index.php,bad
fgtscontasinativas.16mb.com/index.php,bad
portalfgts.com/caixa.gov.br/pages/inter/index.php,bad
103.236.137.117/caixa.gov.br/pages/inter/,bad
normansfinejewelry.com/ASDE/QWAUTHW/asb.co.nz/index.htm,bad
inhomecareidaho.com/wp-includes/news/dropbaka/07b4089c45eabdd3349d4d8ba473301a/pindex.php,bad
mainepta.org/eme/gm/excel/excel/,bad
caixa.suportedeconsultafgtsliberado.com/consulta9104336/index.php,bad
www.saiastrology.com/sender/Leaves/filewords/index.php,bad
notify-action-acct.esy.es/recovery-chekpoint-login.html,bad
fangtasiaphonesex.com/Godsgrace/Dropfile/,bad
latitudeinfra.com/admin/uploade/01myfs/dada9b67bf59f6aadf1357adbdfc409a/,bad
boxmail-fullupgrade.com/secured/,bad
www.michaelsmolski.com/0w1/Owa/,bad
miprofe.cl/wp-admin/network/rdr/4/,bad
kesenianjawa.undip.ac.id/wp-content/plugins/ADOBE_YEAR_2017/index.htm,bad
u.nu/zfy,bad
tinyurl.com/lhzy2me,bad
cover-acct789345.esy.es/index.html,bad
depatmens-recons001.esy.es/recovery-chekpoint-login.html,bad
carolyneslick.com/sos/Chase_Online.html,bad
protecfb-error.esy.es/recovery-chekpoint-login.html,bad
cover-acct76483.esy.es/index.html,bad
attxn.net/m/cprodx.att.net/commonLogin/igate_edam/controller.html,bad
bit.ly/2pKUTZ0,bad
assasasauysuysauysaysayasa.blogspot.com/,bad
miprofe.cl/wp-admin/network/rdr/16/,bad
click.waw.pl/mas678ben,bad
sac-uol-conteudo.byethost15.com/www.sac.uol.com.br/pagamento2/,bad
sac-uol-conteudo.byethost15.com/www.sac.uol.com.br/pagamento2/index4.html,bad
shastivelcotton.com/images/trash/Indexxatt/Indexxatt.htm,bad
ring-my-bell.com/secure/nn/nn/,bad
cname.hub-web.com/proccesing-fbaccountss/login.php,bad
h2hventures.co/styles/,bad
acessoseguroatodos.com/melhorandoonline/Urgente/SantanderSelect/index1.php,bad
caixa.suportedeconsultafgtsliberado.com/,bad
ournepal.com/images/band_of_kathmandu/scarred/fomula1/ssControlPanel.htm,bad
harigoindia.com/old-site/xx/ya/Yahoo.htm,bad
segurana.my-free.website/,bad
secure.saginawheadstart.org/myaccount/,bad
04daa73b.ngrok.io/secured42/23e08230a93871fa650553ccdf54ecf7/signin/,bad
kiwi-pools.com/dir8/confirm_identity.php,bad
pages-5507.hol.es/facebook-security,bad
www.mir-holoda.by/price.files/match.html,bad
support-fb-page.hol.es/logins.php,bad
paranavida.com.br/fontz/logss/filewords/,bad
phpmatrimonialscript.in/wp-includes/SimplePie/css/BOA/qes.php,bad
rccgpavilion.org/components/com_acymailing/controllers/js/fr/frebox158418/e1acec14bad70e2d1a80566e6c3108c4/,bad
doutorconsorcio.com.br/folder3/Arch/Arch/Archive/,bad
vuongquocsen.com/index.html.php,bad
www.sping-doo.si/Site_Seguro/www/Santander.com/br/Cliente=ID=/,bad
safety-check-278836.esy.es/index.html,bad
qzsclothing.com/mailbox/Yah/T/Y1.html,bad
recover-acct88000.esy.es/index.html,bad
last-warning-fb113.esy.es/recovery-chekpoint-login.html,bad
lexavierpartners.com/lex/info/,bad
mobile-free.kofoed-fr.com/Compte/93843687342927348376/8325682376834768237648/92029/d6b56/moncompte/,bad
primelog.amzweb.com.br/image/flags/sss/alibaba/index.php,bad
phpmatrimonialscript.in/wp-includes/SimplePie/css/BOA/card.php,bad
atualizar-cadastro.com/-bb/,bad
mobile-free.kofoed-fr.com/Compte/93843687342927348376/8325682376834768237648/95993/65569/moncompte/,bad
dentalimplantformula.com/nichepatients.com/,bad
mobile-free.kofoed-fr.com/Compte/93843687342927348376/8325682376834768237648/92029/da9cc/moncompte/,bad
fgtsconsultainativos.com/inter/web/,bad
saldofgtsgov.com/caixa.gov.br/pages/inter/index.php,bad
promocaorecar.ga/zn/info.php,bad
mobilier-lemnmasiv.ro/wp-content/plugins/giga-slider/lang/alibaba.com/Login.htm,bad
igforweddingpros.com/hhhhhhh/driveup/63f2b3c183ef56ec7a14e79141d6df0c/login.php,bad
www.fahwonmai.tv/sites/all/databases/index.php,bad
owaispsecuredesk2017.myfreesites.net/,bad
forfindquality.com/Core/Foundation/Exception/li.php,bad
loadingspeacceasy.atwebpages.com/update-payment.php,bad
virgilecatherine.fr/oral/css/login.php,bad
www.supporto-informatici.info/cartasi_1.php,bad
www.antiquehostel.ro/logs/sxxs/0e92aeba37fa2bcc59a7999f36df2f6d/verification/verification.php,bad
www.desertsportswear.com/bankofamerica.com/f2ad24ed2c72565d5df52a7bfa652351/,bad
www.pursorder.esy.es/purchase/req.php,bad
supporto-informatici.info/cartasi_2.php,bad
www.mir-holoda.by/price.files/adobeCom/inc/index.php,bad
newsvanguard.in/secure/BOA/home/info.php,bad
newsvanguard.in/secure/BOA/home/confirm.php,bad
newsvanguard.in/secure/BOA/home/info.php,bad
newsvanguard.in/secure/BOA/home/confirm.php,bad
saferpdf.000webhostapp.com/adobe.html,bad
guard.trustlawsuits.com/fresh.php,bad
supremehosting.co.nz/client/ioncube/Update/paypal/login.php,bad
backup.din-14675.de/tmp/s.png/,bad
